,news,prom,total,userID,user_express,category
2415,1,1,2,2357460229,0,0
2416,0,0,1,57250389,1,2
2417,0,0,2,43250012,2,2
2418,0,1,5,3239844264,4,2
2419,2,4,8,262315387,2,1
2420,0,0,3,309282123,3,2
2421,4,4,10,443297726,2,0
2422,0,1,2,1108686373,1,1
2423,1,1,2,70687000,0,0
2424,0,1,1,2439955302,0,1
2425,0,1,1,974738840232620032,0,1
2426,1,3,17,36951522,13,2
2427,1,1,2,3677904203,0,0
2428,0,0,2,319279755,2,2
2429,2,1,3,2577181524,0,0
2430,0,0,1,2967401142,1,2
2431,0,1,2,3331389845,1,1
2432,1,0,1,837819281198854144,0,0
2433,0,2,3,60448573,1,1
2434,0,0,2,165186332,2,2
2435,0,0,3,1371145213,3,2
2436,0,0,1,4893031813,1,2
2437,0,0,1,953432741802016768,1,2
2438,0,2,4,4061100254,2,1
2439,0,0,1,364348739,1,2
2440,1,2,9,136792677,6,2
2441,1,0,1,1260320701,0,0
2442,2,0,2,2328926215,0,0
2443,1,0,1,941421598938148864,0,0
2444,4,11,22,2775282138,7,1
2445,0,1,1,1955593542,0,1
2446,0,2,3,736075597,1,1
2447,2,1,3,2331103471,0,0
2448,2,1,7,2782771930,4,2
2449,0,0,1,149644941,1,2
2450,1,0,3,999959004506984448,2,2
2451,0,0,1,1023720896907948032,1,2
2452,0,0,1,887948824550940672,1,2
2453,0,0,1,458995319,1,2
2454,0,0,1,225183593,1,2
2455,0,1,2,2662062696,1,1
2456,1,0,1,733211863,0,0
2457,0,0,1,729946370,1,2
2458,1,1,6,340142589,4,2
2459,2,1,3,976369670671319040,0,0
2460,0,0,3,622101037,3,2
2461,0,0,1,2839486181,1,2
2462,2,0,3,1511725807,1,0
2463,1,0,1,3024446015,0,0
2464,0,0,1,1964991720,1,2
2465,1,0,12,409338207,11,2
2466,0,0,1,15055106,1,2
2467,0,0,1,1390219159,1,2
2468,2,0,2,80938336,0,0
2469,0,1,1,2384194118,0,1
2470,0,1,4,1023185454,3,2
2471,0,1,1,239202078,0,1
2472,0,1,1,274131099,0,1
2473,0,1,1,18997552,0,1
2474,1,2,5,415099123,2,1
2475,0,1,1,218705053,0,1
2476,1,0,1,22962054,0,0
2477,0,1,7,1329724340,6,2
2478,0,0,1,997183188676980736,1,2
2479,0,0,2,956804381617176576,2,2
2480,0,0,1,966194002579066880,1,2
2481,0,0,1,432668495,1,2
2482,2,1,10,1395547447,7,2
2483,1,0,1,55381052,0,0
2484,1,0,1,265160792,0,0
2485,0,0,1,18653631,1,2
2486,0,1,4,55841183,3,2
2487,0,1,1,42513425,0,1
2488,0,2,4,79645417,2,1
2489,1,3,10,15720918,6,2
2490,0,1,1,995716894400438272,0,1
2491,0,1,2,574595653,1,1
2492,0,1,1,1086696740,0,1
2493,0,1,1,898466755,0,1
2494,0,1,1,2759081814,0,1
2495,0,0,1,970553656960475136,1,2
2496,0,0,1,15018698,1,2
2497,0,2,5,630321272,3,2
2498,0,2,5,41702929,3,2
2499,1,0,2,825936788107694080,1,0
2500,2,0,6,2922301331,4,2
2501,0,0,5,15129460,5,2
2502,0,0,8,769029410,8,2
2503,0,0,1,964945001145950208,1,2
2504,0,0,1,797988294231556096,1,2
2505,0,0,1,65568945,1,2
2506,2,1,6,3068696898,3,2
2507,0,6,10,1093953980,4,1
2508,0,0,2,811189653403471872,2,2
2509,0,0,1,2651153851,1,2
2510,4,8,24,3238523594,12,2
2511,0,1,2,2342333153,1,1
2512,0,0,1,1258186386,1,2
2513,0,2,6,2282968844,4,2
2514,0,1,1,2400122557,0,1
2515,0,0,1,14862693,1,2
2516,0,1,2,163220360,1,1
2517,0,0,1,1152494364,1,2
2518,1,0,1,908151346565697536,0,0
2519,11,0,11,724738674,0,0
2520,0,0,1,1390513788,1,2
2521,0,0,2,389131847,2,2
2522,0,1,1,992741936095166464,0,1
2523,0,0,1,4594776508,1,2
2524,0,0,1,133977481,1,2
2525,0,0,1,72821961,1,2
2526,0,0,1,564469470,1,2
2527,0,0,1,947194744387420160,1,2
2528,1,0,1,612341284,0,0
2529,1,0,1,20672628,0,0
2530,0,1,1,2785327304,0,1
2531,0,1,1,576551016,0,1
2532,0,0,1,895646212719857664,1,2
2533,3,0,3,28187171,0,0
2534,0,0,1,934659991608295424,1,2
2535,1,2,3,2359407475,0,1
2536,0,0,1,3306323430,1,2
2537,2,1,6,1035198789106262016,3,2
2538,0,1,1,762052748443471872,0,1
2539,0,0,1,2715354925,1,2
2540,3,0,51,826269571497807872,48,2
2541,1,0,1,705146173955264512,0,0
2542,0,0,1,905224414870077440,1,2
2543,0,0,1,21715867,1,2
2544,0,0,1,19006402,1,2
2545,0,1,1,751542862857269248,0,1
2546,0,0,1,621611457,1,2
2547,0,0,1,922510552789897216,1,2
2548,1,0,1,434681329,0,0
2549,2,1,8,2651987965,5,2
2550,0,0,2,976499602642931712,2,2
2551,0,0,1,3345963543,1,2
2552,0,0,1,15726210,1,2
2553,0,1,2,715994364149936128,1,1
2554,0,0,2,2357268458,2,2
2555,1,1,2,700852318665715712,0,0
2556,2,2,11,874123356,7,2
2557,0,1,1,545076916,0,1
2558,3,1,7,29733324,3,0
2559,0,0,1,822840780381421568,1,2
2560,0,0,1,778581378,1,2
2561,0,0,1,962394257456795648,1,2
2562,0,0,1,775144127314919424,1,2
2563,0,0,1,17501410,1,2
2564,0,0,1,720406943915974656,1,2
2565,0,1,5,307957418,4,2
2566,0,0,1,848578916,1,2
2567,0,0,1,899992623385104384,1,2
2568,1,0,3,4260418900,2,2
2569,0,0,1,1021949816086061056,1,2
2570,0,0,1,20100147,1,2
2571,1,0,4,2911740919,3,2
2572,0,0,1,40935319,1,2
2573,1,0,3,1858345578,2,2
2574,0,0,3,26076682,3,2
2575,0,0,2,407959494,2,2
2576,3,1,4,242659707,0,0
2577,0,0,3,823278868731564032,3,2
2578,0,0,1,941844726268825600,1,2
2579,0,0,1,943709359326023680,1,2
2580,0,0,1,2329065954,1,2
2581,0,0,1,3303159721,1,2
2582,0,0,1,1651588160,1,2
2583,0,0,1,2907918671,1,2
2584,0,0,5,1018774994757677056,5,2
2585,2,1,12,124516628,9,2
2586,1,0,1,823962355218477056,0,0
2587,1,0,2,74450152,1,0
2588,0,0,1,69378236,1,2
2589,1,0,1,1945389679,0,0
2590,0,0,1,58396699,1,2
2591,0,0,1,721432927,1,2
2592,1,0,2,270898514,1,0
2593,1,0,1,2248873732,0,0
2594,1,0,1,2919033979,0,0
2595,0,0,1,265526135,1,2
2596,1,3,19,949439109642076160,15,2
2597,1,0,1,2824370344,0,0
2598,0,0,1,3896107213,1,2
2599,0,0,4,281648597,4,2
2600,1,1,2,3621602235,0,0
2601,1,1,3,2183507491,1,0
2602,0,0,2,936650244523216896,2,2
2603,1,2,3,1663336934,0,1
2604,0,0,2,22450194,2,2
2605,0,0,1,87815546,1,2
2606,5,2,14,1566355170,7,2
2607,0,2,7,2853334792,5,2
2608,1,0,2,971398575967166464,1,0
2609,0,0,1,2800402680,1,2
2610,3,1,4,2283812293,0,0
2611,0,1,1,3390635657,0,1
2612,0,0,1,922600571584090112,1,2
2613,0,0,1,62652829,1,2
2614,0,0,1,20356518,1,2
2615,0,0,1,253224768,1,2
2616,0,0,1,336868319,1,2
2617,0,0,1,2635955174,1,2
2618,2,0,3,760855901376946176,1,0
2619,0,0,1,246041237,1,2
2620,1,0,1,903394806,0,0
2621,1,0,2,2599192506,1,0
2622,0,0,1,1732756525,1,2
2623,1,0,2,4699579220,1,0
2624,1,0,1,1377485473,0,0
2625,1,1,4,1963272972,2,2
2626,0,0,2,2979402333,2,2
2627,0,0,1,1918752990,1,2
2628,0,1,1,19784501,0,1
2629,0,0,1,4915129493,1,2
2630,1,0,1,875952133,0,0
2631,0,1,1,1553995590,0,1
2632,0,0,1,181153010,1,2
2633,0,0,2,969687183375372288,2,2
2634,0,0,2,986366047208067072,2,2
2635,0,0,1,741218539,1,2
2636,0,0,1,370413364,1,2
2637,0,0,2,1035161000,2,2
2638,0,0,1,861720124600045568,1,2
2639,0,0,1,507857258,1,2
2640,0,1,1,540116195,0,1
2641,1,0,1,3345120868,0,0
2642,0,0,1,316178357,1,2
2643,0,1,1,2319734011,0,1
2644,0,1,3,278618567,2,2
2645,0,0,3,894642056991096832,3,2
2646,0,1,1,334698380,0,1
2647,0,0,2,28289256,2,2
2648,0,2,2,770621372183748608,0,1
2649,1,0,1,1004726360,0,0
2650,0,1,2,10791192,1,1
2651,0,1,2,273506034,1,1
2652,0,1,1,756992311,0,1
2653,2,0,2,26774684,0,0
2654,0,1,2,2876041031,1,1
2655,0,0,1,20865502,1,2
2656,3,0,5,2851359505,2,0
2657,2,0,2,2974029189,0,0
2658,0,0,1,3001940757,1,2
2659,0,0,1,1934857866,1,2
2660,1,0,2,378239940,1,0
2661,0,1,1,3014475190,0,1
2662,2,0,5,436852910,3,2
2663,0,0,1,98121964,1,2
2664,0,1,2,2255350339,1,1
2665,1,0,2,954745032,1,0
2666,0,0,1,876817280977575936,1,2
2667,0,1,1,20951281,0,1
2668,2,4,22,3431941932,16,2
2669,0,0,1,301217764,1,2
2670,0,0,1,1040310357682601984,1,2
2671,2,2,16,3642179652,12,2
2672,1,0,1,1130762228,0,0
2673,0,0,1,1340108581,1,2
2674,0,0,1,75710701,1,2
2675,0,0,1,327591167,1,2
2676,0,0,1,817057955883294720,1,2
2677,1,1,3,32605517,1,0
2678,0,0,1,447625080,1,2
2679,0,0,1,860499590235271168,1,2
2680,0,1,1,528798099,0,1
2681,0,1,1,964613637355790336,0,1
2682,0,1,1,860311122,0,1
2683,0,1,2,857493164,1,1
2684,0,1,1,241418006,0,1
2685,0,1,1,483187848,0,1
2686,0,1,1,788468667679772672,0,1
2687,0,1,1,716466969,0,1
2688,0,1,2,3776573592,1,1
2689,0,1,1,1272718135,0,1
2690,0,1,1,3818895569,0,1
2691,0,1,1,341182498,0,1
2692,0,1,1,312412598,0,1
2693,0,1,1,938470351515934720,0,1
2694,0,0,1,2436530293,1,2
2695,0,1,1,910994685891670016,0,1
2696,0,1,1,948558781,0,1
2697,0,1,1,173921035,0,1
2698,0,1,1,3735899477,0,1
2699,0,1,1,2930479004,0,1
2700,0,1,1,239390367,0,1
2701,0,1,1,215788490,0,1
2702,0,1,1,710443771406770176,0,1
2703,0,1,1,2434147447,0,1
2704,0,1,1,1307436968,0,1
2705,1,1,3,775586260459085824,1,0
2706,0,1,1,23669969,0,1
2707,0,1,2,106457836,1,1
2708,0,1,2,3364828318,1,1
2709,0,1,1,3012448805,0,1
2710,0,1,1,248998633,0,1
2711,0,1,1,204543022,0,1
2712,0,1,1,883946981202083840,0,1
2713,0,1,1,559953039,0,1
2714,0,1,1,174141471,0,1
2715,0,1,1,266189376,0,1
2716,0,1,1,484139151,0,1
2717,0,1,1,393099811,0,1
2718,0,1,1,2685815770,0,1
2719,0,1,1,3152299010,0,1
2720,0,1,2,836478618,1,1
2721,0,1,1,912458694784249856,0,1
2722,0,0,1,931234278,1,2
2723,1,0,1,552161863,0,0
2724,0,0,1,30275659,1,2
2725,0,0,1,914346805780975616,1,2
2726,0,0,1,2547506939,1,2
2727,3,3,41,857380319569358848,35,2
2728,0,1,1,15062527,0,1
2729,0,0,1,14387974,1,2
2730,0,0,1,1236824432,1,2
2731,1,0,1,1347669847,0,0
2732,0,1,1,348772384,0,1
2733,1,0,1,711225954,0,0
2734,0,0,3,8381832,3,2
2735,0,1,1,99463681,0,1
2736,0,0,1,2773548997,1,2
2737,0,1,1,1191525254,0,1
2738,0,1,2,67711966,1,1
2739,0,2,2,567402869,0,1
2740,0,1,1,2654096685,0,1
2741,0,1,2,359951107,1,1
2742,0,0,1,41598422,1,2
2743,0,0,1,2876122144,1,2
2744,0,0,1,2351642458,1,2
2745,0,0,2,37080526,2,2
2746,1,0,1,417439497,0,0
2747,2,2,9,590345748,5,2
2748,0,0,1,403686431,1,2
2749,0,1,1,282669073,0,1
2750,1,0,1,971956751212957696,0,0
2751,0,0,1,397706454,1,2
2752,0,1,1,449555005,0,1
2753,1,0,1,95298939,0,0
2754,0,2,5,390925665,3,2
2755,0,0,2,1347895387,2,2
2756,0,1,1,127989694,0,1
2757,0,0,1,3350809163,1,2
2758,2,2,16,511915994,12,2
2759,0,1,1,457885565,0,1
2760,0,1,2,833097901912031232,1,1
2761,0,1,2,36311559,1,1
2762,0,0,1,423906777,1,2
2763,0,0,1,2322882589,1,2
2764,0,0,1,329893990,1,2
2765,0,1,2,1041540574401064960,1,1
2766,0,0,1,2659524662,1,2
2767,0,0,1,907293672215117824,1,2
2768,0,1,1,1033433015811284992,0,1
2769,0,0,1,3973942157,1,2
2770,1,1,5,15932729,3,2
2771,0,2,6,3796470265,4,2
2772,0,1,2,962288829930639360,1,1
2773,0,0,1,988211976114499584,1,2
2774,0,1,1,874666022812368896,0,1
2775,0,1,1,918302424842035200,0,1
2776,2,2,13,916705999205076992,9,2
2777,4,0,4,63362324,0,0
2778,0,0,1,403084504,1,2
2779,1,0,4,899638297106010112,3,2
2780,1,0,1,2489168874,0,0
2781,2,0,2,2885704691,0,0
2782,0,0,2,31587304,2,2
2783,2,5,10,846461177500618752,3,1
2784,1,0,1,906259567146926080,0,0
2785,0,0,1,324005589,1,2
2786,2,0,6,601273154,4,2
2787,0,0,1,4054298236,1,2
2788,1,0,1,977575776181719040,0,0
2789,1,0,1,2341799918,0,0
2790,2,1,5,760143976620064768,2,0
2791,2,0,3,33537767,1,0
2792,1,1,4,195429723,2,2
2793,0,0,1,3888323434,1,2
2794,0,0,2,3191614091,2,2
2795,0,1,3,1093464132,2,2
2796,0,0,1,994409325127843840,1,2
2797,0,0,1,2984898261,1,2
2798,1,0,2,1041892319165865984,1,0
2799,0,1,1,1582512728,0,1
2800,0,0,1,17222996,1,2
2801,1,0,1,256308790,0,0
2802,0,0,1,714542318485942272,1,2
2803,0,0,1,750481319646400512,1,2
2804,2,0,2,63420783,0,0
2805,0,0,1,14936575,1,2
2806,0,0,1,335374709,1,2
2807,1,0,5,147196399,4,2
2808,0,0,1,994775467,1,2
2809,0,0,1,488700865,1,2
2810,0,0,1,358752048,1,2
2811,0,1,3,972067081058271232,2,2
2812,0,2,5,274007661,3,2
2813,1,0,5,2205519277,4,2
2814,0,1,2,2983377258,1,1
2815,0,1,3,93045860,2,2
2816,1,0,1,758466810349969408,0,0
2817,0,0,1,365237690,1,2
2818,0,0,3,2695130088,3,2
2819,1,0,1,36513246,0,0
2820,0,0,2,703755012569104384,2,2
2821,2,0,2,3058487961,0,0
2822,1,0,1,131015284,0,0
2823,0,1,1,1908685466,0,1
2824,0,0,1,311751739,1,2
2825,0,1,1,2422668307,0,1
2826,0,0,1,1041811376329687040,1,2
2827,0,1,1,2997776408,0,1
2828,0,0,1,427623219,1,2
2829,0,0,1,33987859,1,2
2830,0,0,1,481691668,1,2
2831,0,0,1,518553709,1,2
2832,1,0,2,860641558722469888,1,0
2833,2,0,2,1648902414,0,0
2834,0,1,1,30794781,0,1
2835,0,0,1,345764596,1,2
2836,0,0,1,2856690788,1,2
2837,0,2,4,991759689259143168,2,1
2838,0,1,2,995180646464016384,1,1
2839,0,0,1,2747536232,1,2
2840,0,0,1,1018549086541271040,1,2
2841,0,0,1,488141640,1,2
2842,0,0,6,879829246658596864,6,2
2843,0,0,2,4534291,2,2
2844,1,0,1,791363298193084416,0,0
2845,1,1,2,1613622468,0,0
2846,0,0,1,725176524,1,2
2847,0,0,1,3254790603,1,2
2848,0,1,1,329387397,0,1
2849,0,1,1,30001583,0,1
2850,0,1,1,1390985563,0,1
2851,0,1,1,965327066823647232,0,1
2852,1,1,2,1418655649,0,0
2853,0,1,1,8002182,0,1
2854,0,1,1,1041067621003735040,0,1
2855,1,0,1,374632862,0,0
2856,0,0,1,37459590,1,2
2857,0,0,1,2602742910,1,2
2858,0,0,2,332542336,2,2
2859,0,1,1,2817444752,0,1
2860,0,1,3,212804285,2,2
2861,0,0,3,2547554394,3,2
2862,0,0,1,3639208459,1,2
2863,0,0,1,191728580,1,2
2864,1,0,1,776790668047818752,0,0
2865,0,1,1,9804562,0,1
2866,1,1,2,61864801,0,0
2867,0,1,2,25649826,1,1
2868,0,1,1,39632913,0,1
2869,0,4,11,17968238,7,2
2870,0,2,10,789968856450301952,8,2
2871,1,1,2,308753623,0,0
2872,0,1,1,2362965187,0,1
2873,3,2,12,106514655,7,2
2874,0,1,1,179223147,0,1
2875,0,0,1,2906324545,1,2
2876,0,0,1,178746303,1,2
2877,1,0,1,809462819015884800,0,0
2878,1,0,1,928299917965217792,0,0
2879,0,0,1,51500165,1,2
2880,1,0,1,533260918,0,0
2881,0,1,1,2973719915,0,1
2882,0,0,1,83256018,1,2
2883,0,0,2,1602048426,2,2
2884,0,0,1,175433893,1,2
2885,0,0,1,224169658,1,2
2886,0,2,2,846433665152356352,0,1
2887,0,0,1,125215437,1,2
2888,0,0,1,23484353,1,2
2889,0,1,1,741082314,0,1
2890,0,0,1,103151646,1,2
2891,0,0,1,14432550,1,2
2892,4,0,6,635467633,2,0
2893,1,1,2,23273872,0,0
2894,0,0,2,240105784,2,2
2895,0,0,1,3255683415,1,2
2896,1,0,1,391695108,0,0
2897,0,0,1,258596169,1,2
2898,0,0,1,748077069746069504,1,2
2899,0,0,1,265582058,1,2
2900,1,0,1,1690650019,0,0
2901,0,0,1,15969369,1,2
2902,1,4,6,68967864,1,1
2903,0,0,2,2229092708,2,2
2904,1,0,71,530849633,70,2
2905,0,1,1,1137838938,0,1
2906,0,1,1,898657644730130432,0,1
2907,1,1,9,2337446900,7,2
2908,0,0,1,995465269190459392,1,2
2909,0,1,1,785515207,0,1
2910,0,2,3,222949790,1,1
2911,0,0,1,523509502,1,2
2912,2,0,2,3904481016,0,0
2913,1,3,5,119765838,1,1
2914,0,0,1,175398031,1,2
2915,0,0,1,38838127,1,2
2916,0,0,1,276413045,1,2
2917,0,0,1,22584402,1,2
2918,0,0,1,923806489,1,2
2919,0,0,2,896048626685706240,2,2
2920,0,1,2,1231054105,1,1
2921,0,0,1,36914451,1,2
2922,0,0,1,48148454,1,2
2923,0,0,1,879063216,1,2
2924,0,0,1,14586231,1,2
2925,0,0,3,90382569,3,2
2926,0,0,2,816236910423085056,2,2
2927,0,1,1,2851618727,0,1
2928,0,0,1,809403420,1,2
2929,0,0,1,3839517736,1,2
2930,0,1,1,164389456,0,1
2931,0,0,2,2469191839,2,2
2932,0,0,1,21582877,1,2
2933,2,3,9,832492776365252608,4,2
2934,0,1,1,954371320170479616,0,1
2935,0,3,3,33574174,0,1
2936,1,0,1,4309764502,0,0
2937,0,0,1,2556580939,1,2
2938,0,0,1,2440664025,1,2
2939,0,1,1,200338493,0,1
2940,0,1,1,1525639064,0,1
2941,0,1,1,390399332,0,1
2942,0,0,1,3199583973,1,2
2943,0,0,1,87993499,1,2
2944,0,1,1,2407617188,0,1
2945,0,0,1,833390968611151872,1,2
2946,0,0,2,2789908445,2,2
2947,0,0,1,1269821353,1,2
2948,6,2,15,71255309,7,2
2949,2,0,3,998625319014879232,1,0
2950,0,0,1,158771648,1,2
2951,0,1,2,253183588,1,1
2952,0,0,2,2217468487,2,2
2953,3,1,13,774042734923485184,9,2
2954,0,1,1,2796108947,0,1
2955,0,1,1,6429082,0,1
2956,0,1,3,794717504,2,2
2957,1,0,1,739834053180936192,0,0
2958,0,2,3,3247247455,1,1
2959,0,0,5,925483782135734272,5,2
2960,0,1,3,397386974,2,2
2961,0,2,4,109617859,2,1
2962,4,1,8,971326652906172416,3,0
2963,0,0,2,36445431,2,2
2964,69,92,922,871555083049283584,761,2
2965,2,0,13,2509935019,11,2
2966,70,84,894,948342723710472192,740,2
2967,0,1,1,177225638,0,1
2968,67,110,925,882751657741869056,748,2
2969,1,2,3,812269908,0,1
2970,3,1,4,48086047,0,0
2971,1,0,1,732705215158341632,0,0
2972,10,22,56,944377373650247680,24,2
2973,0,1,4,241334342,3,2
2974,0,0,1,2393342006,1,2
2975,4,0,21,807196313255366656,17,2
2976,27,9,148,911431574058602496,112,2
2977,0,0,1,1711327561,1,2
2978,1,0,1,2512985570,0,0
2979,0,0,1,372213543,1,2
2980,0,0,1,253348993,1,2
2981,1,0,4,987505633124651008,3,2
2982,0,0,4,714901004471275520,4,2
2983,0,0,2,84860802,2,2
2984,0,0,1,37534482,1,2
2985,1,0,1,4885129702,0,0
2986,0,0,1,925050397059792896,1,2
2987,0,0,4,902239513971499008,4,2
2988,0,0,68,4271383996,68,2
2989,0,0,2,2428932761,2,2
2990,0,1,5,723318076012269568,4,2
2991,0,0,2,316815353,2,2
2992,0,0,2,373569862,2,2
2993,2,0,6,63211654,4,2
2994,0,1,1,224886668,0,1
2995,1,0,2,974635356191690752,1,0
2996,0,2,3,2835179069,1,1
2997,0,0,1,14304298,1,2
2998,0,0,1,2311330302,1,2
2999,0,0,2,32775202,2,2
3000,0,0,1,495519949,1,2
3001,0,1,2,951307993613721600,1,1
3002,0,0,1,2851305034,1,2
3003,0,0,2,43037464,2,2
3004,1,0,1,2528208578,0,0
3005,0,0,1,931307107,1,2
3006,0,1,2,277959406,1,1
3007,0,0,1,2635945047,1,2
3008,1,0,3,3988095260,2,2
3009,0,0,1,739519748,1,2
3010,0,0,1,3342643067,1,2
3011,0,1,1,2866345852,0,1
3012,0,0,1,2425847292,1,2
3013,0,1,1,3749857643,0,1
3014,0,1,1,145249974,0,1
3015,1,0,1,3269706176,0,0
3016,0,1,1,704826411719110656,0,1
3017,8,5,26,2791962449,13,2
3018,0,0,1,2753239713,1,2
3019,0,1,2,2231464708,1,1
3020,0,0,1,950181991,1,2
3021,0,0,2,951761743989977088,2,2
3022,0,1,2,3417682709,1,1
3023,0,0,1,899771943406239744,1,2
3024,2,2,6,3085309068,2,0
3025,0,0,1,79151840,1,2
3026,1,0,1,3064971065,0,0
3027,2,0,6,2793666196,4,2
3028,1,0,1,846240218,0,0
3029,1,1,3,967493689638637568,1,0
3030,2,0,4,6628702,2,0
3031,2,0,2,2159402454,0,0
3032,0,1,1,93658073,0,1
3033,0,0,1,829551104,1,2
3034,0,0,2,21845346,2,2
3035,0,0,1,2768629160,1,2
3036,0,0,2,939918997281296384,2,2
3037,0,0,2,614543171,2,2
3038,0,1,4,2413671881,3,2
3039,0,0,1,230635278,1,2
3040,0,0,1,744419322,1,2
3041,1,0,1,392440549,0,0
3042,1,1,2,7521832,0,0
3043,0,1,1,14617051,0,1
3044,0,0,1,188850320,1,2
3045,0,0,3,991660435,3,2
3046,0,0,1,719361798,1,2
3047,0,0,2,22164449,2,2
3048,0,0,1,2810238013,1,2
3049,2,2,9,239855782,5,2
3050,1,0,1,76292529,0,0
3051,1,0,1,1220396142,0,0
3052,0,0,1,109425045,1,2
3053,1,0,1,883455853,0,0
3054,1,0,1,756102464,0,0
3055,0,0,1,988903165255962624,1,2
3056,2,4,13,882882728,7,2
3057,0,0,1,47482797,1,2
3058,1,0,1,911652174865817600,0,0
3059,0,0,1,1518179640,1,2
3060,0,0,1,115505593,1,2
3061,1,0,2,227141959,1,0
3062,0,0,1,42894256,1,2
3063,1,1,4,550553109,2,2
3064,0,1,3,1963314145,2,2
3065,0,0,1,3326918791,1,2
3066,1,0,4,442092068,3,2
3067,0,1,1,925511046776815616,0,1
3068,0,1,1,37497978,0,1
3069,0,0,10,4154753298,10,2
3070,0,0,1,14705116,1,2
3071,1,1,5,2527730258,3,2
3072,0,0,1,579390551,1,2
3073,0,0,1,419303030,1,2
3074,0,2,2,824326864407822336,0,1
3075,0,1,2,866739273864753152,1,1
3076,0,2,2,61728729,0,1
3077,0,1,2,2491721268,1,1
3078,0,0,1,2696879551,1,2
3079,1,0,1,840687590114189312,0,0
3080,0,0,2,97035055,2,2
3081,0,0,1,834998613675757568,1,2
3082,0,0,1,962562483302076416,1,2
3083,2,4,9,3352072672,3,1
3084,8,8,36,4698071510,20,2
3085,0,0,3,981715913765478400,3,2
3086,1,0,2,410432307,1,0
3087,1,0,1,32100406,0,0
3088,0,0,1,1895010025,1,2
3089,0,0,1,4539156319,1,2
3090,0,0,1,41442340,1,2
3091,1,0,3,259043682,2,2
3092,0,0,1,87025017,1,2
3093,0,0,1,991181177485713408,1,2
3094,0,0,2,779029736420888576,2,2
3095,0,0,1,424778329,1,2
3096,0,0,1,2636399446,1,2
3097,1,0,2,788988415584763904,1,0
3098,0,1,4,1527644028,3,2
3099,2,3,7,108829376,2,1
3100,3,1,8,22346318,4,2
3101,0,0,1,3872000838,1,2
3102,1,0,2,32125966,1,0
3103,0,0,2,106456933,2,2
3104,0,0,1,2159980256,1,2
3105,1,0,1,480911046,0,0
3106,0,0,1,342434203,1,2
3107,1,0,1,209100745,0,0
3108,0,2,2,294241412,0,1
3109,0,1,1,28893279,0,1
3110,0,1,1,141381999,0,1
3111,0,2,2,3010780784,0,1
3112,0,1,1,1496566272,0,1
3113,0,1,1,919233492,0,1
3114,0,1,4,3233891354,3,2
3115,0,0,1,1416857586,1,2
3116,0,1,1,2173157935,0,1
3117,0,1,1,4050015268,0,1
3118,0,0,1,2249374626,1,2
3119,0,1,1,938614234497343488,0,1
3120,0,1,1,33084796,0,1
3121,0,1,1,44127423,0,1
3122,0,1,1,798350810648379392,0,1
3123,0,1,1,242157810,0,1
3124,0,0,1,3689415194,1,2
3125,1,0,1,957323252187172864,0,0
3126,1,0,1,118691718,0,0
3127,1,0,1,3040917643,0,0
3128,0,0,1,19734839,1,2
3129,1,0,1,715562240552923136,0,0
3130,0,0,3,3838283607,3,2
3131,0,0,1,213398899,1,2
3132,0,1,1,1311453991,0,1
3133,0,1,1,965421437472460800,0,1
3134,1,1,2,61650284,0,0
3135,0,1,1,766557990,0,1
3136,0,0,1,542735905,1,2
3137,2,1,9,819690479394680832,6,2
3138,1,2,3,2848182916,0,1
3139,0,1,1,790922092984360960,0,1
3140,0,1,2,312860271,1,1
3141,3,0,3,931193044744929280,0,0
3142,2,0,2,4150233976,0,0
3143,0,0,1,830680995644993536,1,2
3144,0,0,1,2620470404,1,2
3145,0,0,2,1046520996,2,2
3146,0,0,1,3900572241,1,2
3147,0,0,1,16715900,1,2
3148,0,0,4,1486132026,4,2
3149,0,0,2,3054583594,2,2
3150,2,1,4,918042715434000384,1,0
3151,0,0,1,544498285,1,2
3152,0,1,1,915312244715589632,0,1
3153,0,0,3,482676995,3,2
3154,1,1,2,2596602948,0,0
3155,1,0,3,711768518178557952,2,2
3156,0,0,1,142984594,1,2
3157,0,0,2,884300999611101184,2,2
3158,0,1,1,858374618666729472,0,1
3159,0,1,1,982982211866628096,0,1
3160,0,1,1,163289388,0,1
3161,0,0,1,1025583942,1,2
3162,1,0,1,382834422,0,0
3163,0,0,1,100573459,1,2
3164,1,0,1,4915810833,0,0
3165,1,0,1,105319010,0,0
3166,0,0,1,2551069075,1,2
3167,0,0,1,224506261,1,2
3168,3,9,21,828911240965681152,9,1
3169,0,1,1,565764427,0,1
3170,0,0,1,3121551814,1,2
3171,1,0,1,514580672,0,0
3172,1,0,1,63217258,0,0
3173,0,1,1,28186829,0,1
3174,0,0,1,3836091683,1,2
3175,0,1,1,2487287755,0,1
3176,0,0,1,966548929645985792,1,2
3177,0,1,1,874378772,0,1
3178,0,0,1,2559638384,1,2
3179,1,0,1,449860833,0,0
3180,0,0,1,39936507,1,2
3181,0,0,1,994059859703279616,1,2
3182,0,0,1,438841065,1,2
3183,0,0,1,862445652898455552,1,2
3184,0,1,2,1380893342,1,1
3185,0,0,1,1514716964,1,2
3186,1,0,2,71149765,1,0
3187,0,0,1,15460468,1,2
3188,0,0,1,45519526,1,2
3189,0,0,2,586737198,2,2
3190,0,0,1,327404203,1,2
3191,1,0,2,181037180,1,0
3192,0,0,1,41244648,1,2
