,tweetID,url,type,title,location,language
174,985702352924676098,http://twitter.com/local_vaper/status/985702352924676098,Twitter,,"ON, CAN",en
175,965625601578209280,http://twitter.com/amerysaldana/status/965625601578209280,Twitter,,,en
176,1034081496448024576,http://twitter.com/mcnamee_jordan/status/1034081496448024576,Twitter,,"Hickory, NC, USA",en
177,958928308103720960,http://twitter.com/Alvear17Alvear/status/958928308103720960,Twitter,,,en
178,961340334595870720,http://twitter.com/COMOVAPOR/status/961340334595870720,Twitter,,USA,en
179,962012322024837120,http://twitter.com/katie_conner11/status/962012322024837120,Twitter,,,en
180,1044014982814470151,http://twitter.com/SouthernSpoonie/status/1044014982814470151,Twitter,,"Asheville, NC, USA",en
181,1028100984399118336,http://twitter.com/Elikerns5/status/1028100984399118336,Twitter,,,en
182,894587762497642496,http://twitter.com/will_bondurant/status/894587762497642496,Twitter,,"Richmond, VA, USA",en
183,935286463012524032,http://twitter.com/Lunchrm/status/935286463012524032,Twitter,,USA,en
184,946622855395139584,http://twitter.com/Gannon_Lee/status/946622855395139584,Twitter,,"Missoula, MT, USA",en
185,1018871745153941505,http://twitter.com/Colorado_Bee/status/1018871745153941505,Twitter,,"CO, USA",en
186,1025077850418896897,http://twitter.com/arshadzaidi1813/status/1025077850418896897,Twitter,,"CA, USA",en
187,948777254355529729,http://twitter.com/WolfGididang/status/948777254355529729,Twitter,,USA,en
188,1001569807546929153,http://twitter.com/HealthcareExecN/status/1001569807546929153,Twitter,,,en
189,1011282631995125760,http://twitter.com/natnavarr1/status/1011282631995125760,Twitter,,"Buffalo, NY, USA",en
190,997032315405516801,http://twitter.com/niru_610/status/997032315405516801,Twitter,,,en
191,1001934659398270977,http://twitter.com/marisaataylor/status/1001934659398270977,Twitter,,"Washington, DC, DC, USA",en
192,925925291415031808,http://twitter.com/Heyitsgracieb/status/925925291415031808,Twitter,,USA,en
193,978261717053591552,http://twitter.com/kaylinjusticee/status/978261717053591552,Twitter,,,en
194,1014878121433227266,http://twitter.com/ManaSmith86/status/1014878121433227266,Twitter,,,en
195,1024871273518821376,http://twitter.com/NewYorkBeardMan/status/1024871273518821376,Twitter,,"New York, NY 11020, USA",en
196,1007316014462218240,http://twitter.com/SummerBlandings/status/1007316014462218240,Twitter,,,en
197,1022645169433309185,http://twitter.com/GarrettVickers/status/1022645169433309185,Twitter,,"Birmingham, West Midlands, GBR",en
198,1014152737271869440,http://twitter.com/BlacKomondor/status/1014152737271869440,Twitter,,,en
199,935286264315686912,http://twitter.com/Nintendope0/status/935286264315686912,Twitter,,,en
200,990051769928568832,http://twitter.com/CloudChasingUK/status/990051769928568832,Twitter,,GBR,en
201,915597150687506432,http://twitter.com/DrewTurchyn/status/915597150687506432,Twitter,,"Cleveland, OH, USA",en
202,993621879608004608,http://twitter.com/DrewStarkie/status/993621879608004608,Twitter,,USA,en
203,1041743560326959104,http://twitter.com/nazanin3223/status/1041743560326959104,Twitter,,,en
204,887162571844980736,http://twitter.com/CrockettCaylor/status/887162571844980736,Twitter,,,en
205,1006560557074407424,http://twitter.com/bethany2384/status/1006560557074407424,Twitter,,"Pittsburgh, PA, USA",en
206,1036975527524028418,http://twitter.com/glm428/status/1036975527524028418,Twitter,,"Sarasota, FL, USA",en
207,1026852067418234880,http://twitter.com/serenaboudy/status/1026852067418234880,Twitter,,,en
208,1042069437162172416,http://twitter.com/walkie21/status/1042069437162172416,Twitter,,,en
209,1001598667130744832,http://twitter.com/chadterhune/status/1001598667130744832,Twitter,,"Los Angeles, CA, USA",en
210,1023927459287375872,http://twitter.com/JUULvapourUK/status/1023927459287375872,Twitter,,GBR,en
211,981910727337369601,http://twitter.com/alyssawyantttt/status/981910727337369601,Twitter,,USA,en
212,961727293017206784,http://twitter.com/youcallmeDom/status/961727293017206784,Twitter,,USA,en
